,qid,question,question_seg,Guessed_SO_Pair
2344,2345,为什么登录个人银行专业版查询不到香港一卡通,为什么|登录|个人银行|专业版|查询|不到|香港|一卡通|,"[[('一卡通', '香港'), 0.631578947368421], [('专业版', '一卡通'), 0.2631578947368421], [('专业版', '香港'), 0.10526315789473684]]"
2345,2346,办理网上银行的费用,办理|网上银行|的|费用|,"[('办理', '网上银行'), 1]"
2346,2347,手机银行转账计划功能申请,手机银行|转账计划|功能|申请|,"[[('手机银行', '功能'), 0.42857142857142855], [('手机银行', '转账计划'), 0.2857142857142857], [('功能', '转账计划'), 0.2857142857142857]]"
2347,2348,专业版添加转账计划,专业版|添加|转账计划|,"[('专业版', '转账计划'), 1]"
2348,2349,转账计划费率,转账计划|费率|,"[('转账计划', '费率'), 1]"
2349,2350,专业版申请转账计划,专业版|申请|转账计划|,"[('专业版', '转账计划'), 1]"
2350,2351,转账计划的转账模式及到账时间,转账计划|的|转账|模式|及|到账时间|,"[[('转账', '到账时间'), 0.7058823529411765], [('转账计划', '转账'), 0.23529411764705882], [('转账计划', '到账时间'), 0.058823529411764705]]"
2351,2352,转账计划含义,转账计划|含义|,
2352,2353,下载最新版本专业版,下载|最新|版本|专业版|,"[('专业版', '下载'), 1]"
2353,2354,手机银行申请转账计划,手机银行|申请|转账计划|,
2354,2355,指定日期转账(专业版),指定|日期|转账|专业版|,"[[('转账', '指定'), 0.46153846153846156], [('专业版', '转账'), 0.46153846153846156], [('专业版', '指定'), 0.07692307692307693]]"
2355,2356,不同转账模式到账时间的区别,不同|转账|模式|到账时间|的|区别|,"[[('转账', '到账时间'), 0.631578947368421], [('转账', '不同'), 0.10526315789473684], [('转账', '区别'), 0.10526315789473684], [('区别', '不同'), 0.05263157894736842], [('到账时间', '不同'), 0.05263157894736842], [('到账时间', '区别'), 0.05263157894736842]]"
2356,2357,人民币转账汇款实时模式到账时间,人民币|转账汇款|实时|模式|到账时间|,"[('转账汇款', '到账时间'), 1]"
2357,2358,专业版实时模式转账操作时间,专业版|实时|模式|转账|操作时间|,"[('专业版', '转账'), 1]"
2358,2359,专业版开通转账计划,专业版|开通|转账计划|,"[[('专业版', '转账计划'), 0.5555555555555556], [('转账计划', '开通'), 0.2222222222222222], [('专业版', '开通'), 0.2222222222222222]]"
2359,2360,手机银行开通转账计划,手机银行|开通|转账计划|,"[[('手机银行', '开通'), 0.42857142857142855], [('手机银行', '转账计划'), 0.2857142857142857], [('转账计划', '开通'), 0.2857142857142857]]"
2360,2361,次日提出转账模式,次日|提出|转账|模式|,
2361,2362,实时到账模式的限额,实时|到账|模式|的|限额|,"[('限额', '到账'), 1]"
2362,2363,网上转账汇款回单包含信息,网上|转账汇款|回单|包含|信息|,"[('转账汇款', '回单'), 1]"
2363,2364,转账汇款是否可以取消或修改模式,转账汇款|是否|可以|取消|或|修改|模式|,"[[('转账汇款', '是否'), 0.5], [('取消', '是否'), 0.25], [('转账汇款', '取消'), 0.25]]"
2364,2365,机银行转账汇款免手续费优惠活动,机|银行|转账汇款|免手续费|优惠活动|,"[[('转账汇款', '银行'), 0.5], [('银行', '免手续费'), 0.25], [('转账汇款', '免手续费'), 0.25]]"
2365,2366,专业版转账汇款回单打印,专业版|转账汇款|回单|打印|,"[[('打印', '回单'), 0.25], [('转账汇款', '回单'), 0.20833333333333334], [('专业版', '转账汇款'), 0.20833333333333334], [('转账汇款', '打印'), 0.16666666666666666], [('专业版', '回单'), 0.08333333333333333], [('专业版', '打印'), 0.08333333333333333]]"
2366,2367,大众版转账汇款回单打印,大众版|转账汇款|回单|打印|,"[[('打印', '回单'), 0.4], [('转账汇款', '回单'), 0.3333333333333333], [('转账汇款', '打印'), 0.26666666666666666]]"
2367,2368,人民币转账汇款退票时间,人民币|转账汇款|退票|时间|,"[('转账汇款', '退票'), 1]"
2368,2369,人民币转账汇款退票原因查询,人民币|转账汇款|退票|原因|查询|,"[[('转账汇款', '退票'), 0.42857142857142855], [('原因', '退票'), 0.2857142857142857], [('转账汇款', '原因'), 0.2857142857142857]]"
2369,2370,时间错误,时间|错误|,"[('时间', '错误'), 1]"
2370,2371,转账汇款退票后如何处理,转账汇款|退票|后|如何处理|,"[[('转账汇款', '退票'), 0.6], [('如何处理', '退票'), 0.2], [('转账汇款', '如何处理'), 0.2]]"
2371,2372,同行转账到账时间,同行|转账|到账时间|,"[[('转账', '到账时间'), 0.6666666666666666], [('转账', '同行'), 0.2222222222222222], [('到账时间', '同行'), 0.1111111111111111]]"
2372,2373,跨行转账到账时间,跨行转账|到账时间|,"[('跨行转账', '到账时间'), 1]"
2373,2374,专业版转账汇款记录查询,专业版|转账汇款|记录|查询|,"[[('专业版', '转账汇款'), 0.29411764705882354], [('记录', '查询'), 0.17647058823529413], [('专业版', '查询'), 0.17647058823529413], [('转账汇款', '查询'), 0.17647058823529413], [('专业版', '记录'), 0.11764705882352941], [('转账汇款', '记录'), 0.058823529411764705]]"
2374,2375,退票原因,退票|原因|,"[('原因', '退票'), 1]"
2375,2376,判断转账是否选择次日提出,判断|转账|是否|选择|次日|提出|,"[('选择', '转账'), 1]"
2376,2377,次日提出模式怎么撤销,次日|提出|模式|怎么|撤销|,
2377,2378,2017年端午期间转汇业务影响,2017|年|端午|期间|转汇|业务|影响|,
2378,2379,大众版转账汇款交易查询,大众版|转账汇款|交易|查询|,"[[('交易', '查询'), 0.8095238095238095], [('转账汇款', '查询'), 0.14285714285714285], [('转账汇款', '交易'), 0.047619047619047616]]"
2379,2380,退票原因查询(大众版),退票|原因|查询|大众版|,"[('查询', '退票'), 1]"
2380,2381,退票原因查询(专业版),退票|原因|查询|专业版|,"[[('查询', '退票'), 0.42857142857142855], [('专业版', '查询'), 0.42857142857142855], [('专业版', '退票'), 0.14285714285714285]]"
2381,2382,退票原因查询(手机银行),退票|原因|查询|手机银行|,"[('查询', '退票'), 1]"
2382,2383,次日转账撤销规则,次日|转账|撤销|规则|,"[('转账', '撤销'), 1]"
2383,2384,次日提出模式介绍,次日|提出|模式|介绍|,"[('介绍', '模式'), 1]"
2384,2385,判断转账时选的是不是次日提出模式,判断|转账|时选|的|是不是|次日|提出|模式|,
2385,2386,次日提出模式转账撤销,次日|提出|模式|转账|撤销|,"[('转账', '撤销'), 1]"
2386,2387,查询转账汇款是否成功,查询|转账汇款|是否|成功|,"[[('查询', '是否'), 0.5555555555555556], [('转账汇款', '查询'), 0.16666666666666666], [('转账汇款', '是否'), 0.1111111111111111], [('是否', '成功'), 0.05555555555555555], [('查询', '成功'), 0.05555555555555555], [('转账汇款', '成功'), 0.05555555555555555]]"
2387,2388,ATM转账的定义,ATM|转账|的|定义|,"[('转账', 'ATM'), 1]"
2388,2389,一卡通是否可以接收他人汇款,一卡通|是否|可以|接收|他人|汇款|,"[[('一卡通', '接收'), 0.6], [('一卡通', '汇款'), 0.2], [('汇款', '接收'), 0.2]]"
2389,2390,ATM转账的手续费,ATM|转账|的|手续费|,"[[('转账', 'ATM'), 0.38095238095238093], [('手续费', '转账'), 0.38095238095238093], [('手续费', 'ATM'), 0.23809523809523808]]"
2390,2391,专业版批量转账记录查询,专业版|批量|转账|记录|查询|,"[[('批量', '转账'), 0.2], [('专业版', '转账'), 0.2], [('专业版', '批量'), 0.16666666666666666], [('专业版', '查询'), 0.1], [('记录', '查询'), 0.1], [('查询', '转账'), 0.06666666666666667], [('专业版', '记录'), 0.06666666666666667], [('记录', '转账'), 0.03333333333333333], [('批量', '查询'), 0.03333333333333333], [('批量', '记录'), 0.03333333333333333]]"
2391,2392,获知转账计划的转账结果,获知|转账计划|的|转账|结果|,"[[('转账计划', '转账'), 0.6666666666666666], [('结果', '转账'), 0.16666666666666666], [('转账计划', '结果'), 0.16666666666666666]]"
2392,2393,电子回单验证,电子|回单|验证|,"[[('电子', '验证'), 0.3333333333333333], [('电子', '回单'), 0.3333333333333333], [('回单', '验证'), 0.3333333333333333]]"
2393,2394,什么是银商转账业务,什么|是|银商|转账业务|,"[('银商', '转账业务'), 1]"
2394,2395,什么是银期转账,什么|是|银期|转账|,"[('银期', '转账'), 1]"
2395,2396,国际借记卡到期未申请换卡的影响,国际借记卡|到期|未|申请|换卡|的|影响|,"[('换卡', '国际借记卡'), 1]"
2396,2397,专业版批量转账汇款,专业版|批量|转账汇款|,"[[('专业版', '转账汇款'), 0.4166666666666667], [('专业版', '批量'), 0.4166666666666667], [('转账汇款', '批量'), 0.16666666666666666]]"
2397,2398,专业版批量转账汇excel编辑操作指引,专业版|批量|转账|汇|excel|编辑|操作|指引|,"[[('专业版', '转账'), 0.2727272727272727], [('批量', '转账'), 0.2727272727272727], [('专业版', '批量'), 0.22727272727272727], [('转账', '操作'), 0.09090909090909091], [('专业版', '操作'), 0.09090909090909091], [('批量', '操作'), 0.045454545454545456]]"
2398,2399,专业版批量转账汇款信息编辑,专业版|批量|转账汇款|信息|编辑|,"[[('专业版', '转账汇款'), 0.3333333333333333], [('专业版', '批量'), 0.3333333333333333], [('转账汇款', '批量'), 0.13333333333333333], [('转账汇款', '编辑'), 0.06666666666666667], [('专业版', '编辑'), 0.06666666666666667], [('批量', '编辑'), 0.06666666666666667]]"
2399,2400,尚未从收款行获得转账结果，请稍后查询‘转账汇款交易记录’,尚未|从|收款|行|获得|转账|结果|请|稍后|查询|转账汇款|交易记录|,"[[('转账汇款', '查询'), 0.3333333333333333], [('查询', '转账'), 0.2222222222222222], [('转账汇款', '转账'), 0.1111111111111111], [('收款', '转账'), 0.1111111111111111], [('收款', '查询'), 0.1111111111111111], [('转账汇款', '收款'), 0.1111111111111111]]"
2400,2401,专业版转账计划通知,专业版|转账计划|通知|,"[('专业版', '转账计划'), 1]"
2401,2402,大众版回单打印,大众版|回单|打印|,"[('打印', '回单'), 1]"
2402,2403,电子填单的介绍,电子|填单|的|介绍|,"[[('电子', '填单'), 0.5], [('电子', '介绍'), 0.25], [('填单', '介绍'), 0.25]]"
2403,2404,柜台打印转账汇款回单,柜台|打印|转账汇款|回单|,"[[('打印', '回单'), 0.4], [('转账汇款', '回单'), 0.3333333333333333], [('转账汇款', '打印'), 0.26666666666666666]]"
2404,2405,银商转账交易时间,银商|转账交易|时间|,"[[('银商', '转账交易'), 0.3333333333333333], [('时间', '银商'), 0.3333333333333333], [('时间', '转账交易'), 0.3333333333333333]]"
2405,2406,申请银期转账,申请|银期|转账|,"[[('银期', '转账'), 0.8], [('银期', '申请'), 0.1], [('转账', '申请'), 0.1]]"
2406,2407,国际借记卡到期换卡办理流程（大众版）,国际借记卡|到期|换卡|办理|流程|大众版|,"[[('换卡', '国际借记卡'), 0.5555555555555556], [('国际借记卡', '流程'), 0.2222222222222222], [('换卡', '流程'), 0.2222222222222222]]"
2407,2408,国际借记卡到期换卡办理流程（专业版）,国际借记卡|到期|换卡|办理|流程|专业版|,"[[('换卡', '国际借记卡'), 0.4], [('办理', '流程'), 0.2], [('国际借记卡', '流程'), 0.16], [('换卡', '流程'), 0.16], [('办理', '国际借记卡'), 0.04], [('办理', '换卡'), 0.04]]"
2408,2409,国际借记卡到期换卡办理流程（柜台）,国际借记卡|到期|换卡|办理|流程|柜台|,"[[('换卡', '国际借记卡'), 0.5555555555555556], [('国际借记卡', '流程'), 0.2222222222222222], [('换卡', '流程'), 0.2222222222222222]]"
2409,2410,国际借记卡到期换卡是否收费,国际借记卡|到期|换卡|是否|收费|,"[('换卡', '国际借记卡'), 1]"
2410,2411,国际借记卡到期换卡指定领卡（异地）,国际借记卡|到期|换卡|指定|领卡|异地|,"[[('换卡', '国际借记卡'), 0.8333333333333334], [('国际借记卡', '异地'), 0.08333333333333333], [('换卡', '异地'), 0.08333333333333333]]"
2411,2412,（境内居民）【接收】境外汇入,境内|居民|接收|境外|汇入|,"[[('居民', '境内'), 0.19047619047619047], [('境外', '汇入'), 0.14285714285714285], [('境外', '境内'), 0.14285714285714285], [('境外', '接收'), 0.14285714285714285], [('居民', '境外'), 0.09523809523809523], [('居民', '接收'), 0.09523809523809523], [('居民', '汇入'), 0.047619047619047616], [('境内', '汇入'), 0.047619047619047616], [('接收', '汇入'), 0.047619047619047616], [('接收', '境内'), 0.047619047619047616]]"
2412,2413,（境内居民）【汇出】境外汇款,境内|居民|汇出|境外汇款|,"[[('居民', '境内'), 0.4], [('境外汇款', '汇出'), 0.2], [('境外汇款', '境内'), 0.1], [('境内', '汇出'), 0.1], [('境外汇款', '居民'), 0.1], [('居民', '汇出'), 0.1]]"
2413,2414,（境外居民）【接收】境外汇入,境外|居民|接收|境外|汇入|,"[[('境外', '接收'), 0.42857142857142855], [('居民', '境外'), 0.2857142857142857], [('居民', '接收'), 0.2857142857142857]]"
2414,2415,（境外居民）【汇出】境外汇款,境外|居民|汇出|境外汇款|,"[[('境外汇款', '境外'), 0.4], [('境外汇款', '汇出'), 0.4], [('境外', '汇出'), 0.2]]"
2415,2416,专业版批量转账多久到账,专业版|批量|转账|多久|到账|,"[[('专业版', '转账'), 0.3], [('批量', '转账'), 0.3], [('专业版', '批量'), 0.25], [('到账', '转账'), 0.05], [('专业版', '到账'), 0.05], [('批量', '到账'), 0.05]]"
2416,2417,批量转账汇款时调取excel出错，提示：连接excel程序失败/加载类型库错误,批量|转账汇款|时|调取|excel|出错|提示|连接|excel|程序|失败|加载|类型库|错误|,"[[('加载', '出错'), 0.03571428571428571], [('失败', '加载'), 0.03571428571428571], [('类型库', '加载'), 0.03571428571428571], [('批量', '加载'), 0.03571428571428571], [('时', '加载'), 0.03571428571428571], [('excel', '加载'), 0.03571428571428571], [('提示', '加载'), 0.03571428571428571], [('失败', '出错'), 0.03571428571428571], [('类型库', '出错'), 0.03571428571428571], [('批量', '出错'), 0.03571428571428571], [('时', '出错'), 0.03571428571428571], [('excel', '出错'), 0.03571428571428571], [('提示', '出错'), 0.03571428571428571], [('类型库', '失败'), 0.03571428571428571], [('批量', '失败'), 0.03571428571428571], [('时', '失败'), 0.03571428571428571], [('excel', '失败'), 0.03571428571428571], [('失败', '提示'), 0.03571428571428571], [('批量', '类型库'), 0.03571428571428571], [('时', '类型库'), 0.03571428571428571], [('类型库', 'excel'), 0.03571428571428571], [('类型库', '提示'), 0.03571428571428571], [('时', '批量'), 0.03571428571428571], [('批量', 'excel'), 0.03571428571428571], [('批量', '提示'), 0.03571428571428571], [('时', 'excel'), 0.03571428571428571], [('时', '提示'), 0.03571428571428571], [('excel', '提示'), 0.03571428571428571]]"
